Tail Turning on X_axis,Tail twisting on Y-axis,Tail-Main Distance,AOA of Main Wing,C_Fx,C_Fy,C_Fz,C_Tx,C_Ty,C_Tz,,,,,,,,,,,,
30,0,0,-10,0.011356275,-0.196157428,-0.087070717,-0.065479816,0.000477874,-0.000942058,,,30,0,0,0,0.008381664,-0.166742638,0.220584509,-0.136359227,0.005856003,0.000210794
30,0,0,10,0.025698541,-0.24374453,0.428817463,-0.27825887,-0.006000102,0.002082544,,,30,0,0,10,0.025698541,-0.24374453,0.428817463,-0.27825887,-0.006000102,0.002082544
30,0,0,10,0.026088688,-0.245723189,0.424629738,-0.277992065,-0.005944561,0.002144313,,,30,0,0,10,0.026088688,-0.245723189,0.424629738,-0.277992065,-0.005944561,0.002144313
30,0,0,10,0.025783975,-0.245586003,0.427146321,-0.279023551,-0.005631847,0.002199609,,,30,0,0,10,0.025783975,-0.245586003,0.427146321,-0.279023551,-0.005631847,0.002199609
30,0,5,0,0.002920479,-0.16252753,0.229321817,-0.150363793,0.005537277,0.000288812,,,30,0,5,-10,0.008068151,-0.193061528,-0.078032129,-0.085554426,0.000200487,-0.000721498
30,0,5,0,0.002945861,-0.162441994,0.226753769,-0.150220202,0.0056144,0.000298109,,,30,0,5,-10,0.007865934,-0.193141703,-0.078166728,-0.08608106,0.000179196,-0.000692211
30,0,5,0,0.002933264,-0.162164211,0.226689685,-0.150338965,0.005585247,0.000297759,,,30,0,5,-10,0.009071612,-0.193098422,-0.077478047,-0.085889818,0.000363504,-0.000704868
30,0,5,-10,0.008068151,-0.193061528,-0.078032129,-0.085554426,0.000200487,-0.000721498,,,30,0,5,0,0.002920479,-0.16252753,0.229321817,-0.150363793,0.005537277,0.000288812
30,0,5,-10,0.007865934,-0.193141703,-0.078166728,-0.08608106,0.000179196,-0.000692211,,,30,0,5,0,0.002945861,-0.162441994,0.226753769,-0.150220202,0.0056144,0.000298109
30,0,5,-10,0.009071612,-0.193098422,-0.077478047,-0.085889818,0.000363504,-0.000704868,,,30,0,5,0,0.002933264,-0.162164211,0.226689685,-0.150338965,0.005585247,0.000297759
30,0,5,10,0.022144168,-0.260671573,0.401239041,-0.291255204,-0.005792639,0.002548677,,,30,0,5,10,0.022144168,-0.260671573,0.401239041,-0.291255204,-0.005792639,0.002548677
30,0,5,10,0.02260377,-0.262165804,0.401845356,-0.292044183,-0.00605088,0.002522711,,,30,0,5,10,0.02260377,-0.262165804,0.401845356,-0.292044183,-0.00605088,0.002522711
30,0,5,10,0.022428093,-0.261773844,0.401186077,-0.292061442,-0.005749578,0.002590562,,,30,0,5,10,0.022428093,-0.261773844,0.401186077,-0.292061442,-0.005749578,0.002590562
30,0,10,0,0.010469267,-0.16361652,0.219166025,-0.170706339,0.00446696,0.000324168,,,30,0,10,-10,0.013593164,-0.194399989,-0.091735978,-0.108193323,-0.000500323,-0.000647634
30,0,10,0,0.009632975,-0.163031806,0.221016963,-0.170746148,0.004288514,0.000340881,,,30,0,10,-10,0.013262886,-0.19436966,-0.090320721,-0.10779455,-0.000295276,-0.000678211
30,0,10,0,0.009775147,-0.163328372,0.220702711,-0.170856246,0.004545355,0.000301539,,,30,0,10,-10,0.013509355,-0.19339959,-0.090459102,-0.107548016,-0.000554767,-0.000655189
30,0,10,-10,0.013593164,-0.194399989,-0.091735978,-0.108193323,-0.000500323,-0.000647634,,,30,0,10,0,0.010469267,-0.16361652,0.219166025,-0.170706339,0.00446696,0.000324168
30,0,10,-10,0.013262886,-0.19436966,-0.090320721,-0.10779455,-0.000295276,-0.000678211,,,30,0,10,0,0.009632975,-0.163031806,0.221016963,-0.170746148,0.004288514,0.000340881
30,0,10,-10,0.013509355,-0.19339959,-0.090459102,-0.107548016,-0.000554767,-0.000655189,,,30,0,10,0,0.009775147,-0.163328372,0.220702711,-0.170856246,0.004545355,0.000301539
30,0,10,10,0.027177525,-0.247118625,0.39422757,-0.302740671,-0.006803702,0.002294814,,,30,0,10,10,0.027177525,-0.247118625,0.39422757,-0.302740671,-0.006803702,0.002294814
30,0,10,10,0.026810893,-0.248797719,0.39590227,-0.303058497,-0.006615906,0.002372973,,,30,0,10,10,0.026810893,-0.248797719,0.39590227,-0.303058497,-0.006615906,0.002372973
30,0,10,10,0.027034234,-0.248798821,0.394895308,-0.30278053,-0.006742894,0.00234703,,,30,0,10,10,0.027034234,-0.248798821,0.394895308,-0.30278053,-0.006742894,0.00234703
30,0,15,0,0.012415443,-0.165101393,0.215768209,-0.184787121,0.003745933,0.00034482,,,30,0,15,-10,0.0129206,-0.19946159,-0.094005753,-0.126630854,-0.000590937,-0.000564756
30,0,15,0,0.012044004,-0.165379613,0.216600359,-0.184950123,0.003517733,0.000326086,,,30,0,15,-10,0.013330548,-0.199514576,-0.094451603,-0.126838404,-0.000507564,-0.000570639
30,0,15,0,0.012285257,-0.165313552,0.216539622,-0.185074209,0.00362914,0.000347044,,,30,0,15,-10,0.01373172,-0.199392971,-0.092269389,-0.126654542,-0.000664829,-0.000530868
30,0,15,-10,0.0129206,-0.19946159,-0.094005753,-0.126630854,-0.000590937,-0.000564756,,,30,0,15,0,0.012415443,-0.165101393,0.215768209,-0.184787121,0.003745933,0.00034482
30,0,15,-10,0.013330548,-0.199514576,-0.094451603,-0.126838404,-0.000507564,-0.000570639,,,30,0,15,0,0.012044004,-0.165379613,0.216600359,-0.184950123,0.003517733,0.000326086
30,0,15,-10,0.01373172,-0.199392971,-0.092269389,-0.126654542,-0.000664829,-0.000530868,,,30,0,15,0,0.012285257,-0.165313552,0.216539622,-0.185074209,0.00362914,0.000347044
30,0,15,10,0.027429415,-0.272515478,0.370662184,-0.321453347,-0.006961376,0.002502414,,,30,0,15,10,0.027429415,-0.272515478,0.370662184,-0.321453347,-0.006961376,0.002502414
30,0,15,10,0.02788277,-0.272164107,0.369852032,-0.320422798,-0.007324091,0.002435722,,,30,0,15,10,0.02788277,-0.272164107,0.369852032,-0.320422798,-0.007324091,0.002435722
30,0,15,10,0.027759468,-0.272965783,0.376297472,-0.321838195,-0.006803152,0.002555348,,,30,0,15,10,0.027759468,-0.272965783,0.376297472,-0.321838195,-0.006803152,0.002555348
30,0,20,0,0.013559036,-0.167127631,0.214178398,-0.202317514,0.002572994,0.000626474,,,30,0,20,-10,0.015363283,-0.196602983,-0.096174535,-0.144376264,-0.001222107,-0.000419184
30,0,20,0,0.013656433,-0.166924324,0.210659861,-0.202490682,0.002726175,0.000626323,,,30,0,20,-10,0.015356951,-0.196485991,-0.096551263,-0.144131066,-0.001110274,-0.000376738
30,0,20,0,0.014036356,-0.166428724,0.210605754,-0.202290824,0.002502258,0.00058415,,,30,0,20,-10,0.015501729,-0.196184427,-0.097814257,-0.144210915,-0.001111732,-0.000378916
30,0,20,-10,0.015363283,-0.196602983,-0.096174535,-0.144376264,-0.001222107,-0.000419184,,,30,0,20,0,0.013559036,-0.167127631,0.214178398,-0.202317514,0.002572994,0.000626474
30,0,20,-10,0.015356951,-0.196485991,-0.096551263,-0.144131066,-0.001110274,-0.000376738,,,30,0,20,0,0.013656433,-0.166924324,0.210659861,-0.202490682,0.002726175,0.000626323
30,0,20,-10,0.015501729,-0.196184427,-0.097814257,-0.144210915,-0.001111732,-0.000378916,,,30,0,20,0,0.014036356,-0.166428724,0.210605754,-0.202290824,0.002502258,0.00058415
30,0,20,10,0.030589302,-0.252048341,0.384402001,-0.329102757,-0.00781337,0.002511996,,,30,0,20,10,0.030589302,-0.252048341,0.384402001,-0.329102757,-0.00781337,0.002511996
30,0,20,10,0.031394294,-0.253100879,0.386127749,-0.330109513,-0.007962129,0.002554385,,,30,0,20,10,0.031394294,-0.253100879,0.386127749,-0.330109513,-0.007962129,0.002554385
30,0,20,10,0.031328615,-0.252759415,0.385588069,-0.32982584,-0.008072956,0.00252677,,,30,0,20,10,0.031328615,-0.252759415,0.385588069,-0.32982584,-0.008072956,0.00252677
0,22.5,0,0,0.00943196,-0.019021995,0.264377043,-0.149832604,0.006919281,0.001561964,,,0,22.5,0,-10,0.005559702,-0.0667082,-0.044591804,-0.107768948,0.005977522,0.001163217
0,22.5,0,0,0.009794524,-0.020145048,0.265955705,-0.150446283,0.006663286,0.001540751,,,0,22.5,0,-10,0.005655885,-0.067112311,-0.044821426,-0.1083494,0.005829592,0.001169557
0,22.5,0,0,0.009343209,-0.020340788,0.261190445,-0.14958349,0.006514134,0.001538983,,,0,22.5,0,-10,0.005089718,-0.066301455,-0.044982474,-0.108038065,0.005995571,0.001168529
0,22.5,0,-10,0.005559702,-0.0667082,-0.044591804,-0.107768948,0.005977522,0.001163217,,,0,22.5,0,0,0.00943196,-0.019021995,0.264377043,-0.149832604,0.006919281,0.001561964
0,22.5,0,-10,0.005655885,-0.067112311,-0.044821426,-0.1083494,0.005829592,0.001169557,,,0,22.5,0,0,0.009794524,-0.020145048,0.265955705,-0.150446283,0.006663286,0.001540751
0,22.5,0,-10,0.005089718,-0.066301455,-0.044982474,-0.108038065,0.005995571,0.001168529,,,0,22.5,0,0,0.009343209,-0.020340788,0.261190445,-0.14958349,0.006514134,0.001538983
0,22.5,0,10,0.031907744,-0.127930408,0.451791495,-0.265657805,-0.008341994,0.000994138,,,0,22.5,0,10,0.031907744,-0.127930408,0.451791495,-0.265657805,-0.008341994,0.000994138
0,22.5,0,10,0.033601511,-0.125896057,0.453957593,-0.265907943,-0.00862372,0.000968933,,,0,22.5,0,10,0.033601511,-0.125896057,0.453957593,-0.265907943,-0.00862372,0.000968933
0,22.5,0,10,0.032226831,-0.128986907,0.449796916,-0.265696216,-0.008737054,0.000925286,,,0,22.5,0,10,0.032226831,-0.128986907,0.449796916,-0.265696216,-0.008737054,0.000925286
0,22.5,5,0,0.002469539,-0.017720052,0.253653378,-0.186069738,0.005325233,0.001877742,,,0,22.5,5,-10,0.002931436,-0.070129173,-0.061893594,-0.151443594,0.005270566,0.001871437
0,22.5,5,0,0.002804543,-0.018302773,0.251835643,-0.18631989,0.005780775,0.001871665,,,0,22.5,5,-10,0.001689583,-0.069141925,-0.06105722,-0.150372842,0.004919811,0.001955036
0,22.5,5,0,0.002477934,-0.017297813,0.248334812,-0.185353714,0.005717825,0.001907307,,,0,22.5,5,-10,0.00225291,-0.070227547,-0.065586541,-0.151637364,0.005393105,0.001923095
0,22.5,5,-10,0.002931436,-0.070129173,-0.061893594,-0.151443594,0.005270566,0.001871437,,,0,22.5,5,0,0.002469539,-0.017720052,0.253653378,-0.186069738,0.005325233,0.001877742
0,22.5,5,-10,0.001689583,-0.069141925,-0.06105722,-0.150372842,0.004919811,0.001955036,,,0,22.5,5,0,0.002804543,-0.018302773,0.251835643,-0.18631989,0.005780775,0.001871665
0,22.5,5,-10,0.00225291,-0.070227547,-0.065586541,-0.151637364,0.005393105,0.001923095,,,0,22.5,5,0,0.002477934,-0.017297813,0.248334812,-0.185353714,0.005717825,0.001907307
0,22.5,5,10,0.030545317,-0.109686505,0.438379125,-0.286297939,-0.009156663,0.000601375,,,0,22.5,5,10,0.030545317,-0.109686505,0.438379125,-0.286297939,-0.009156663,0.000601375
0,22.5,5,10,0.03015406,-0.109981238,0.436979873,-0.286092543,-0.009220185,0.000625442,,,0,22.5,5,10,0.03015406,-0.109981238,0.436979873,-0.286092543,-0.009220185,0.000625442
0,22.5,5,10,0.029622063,-0.109933827,0.435255093,-0.285973365,-0.009202645,0.000665285,,,0,22.5,5,10,0.029622063,-0.109933827,0.435255093,-0.285973365,-0.009202645,0.000665285
0,22.5,10,0,0.004470429,-0.02065809,0.241786866,-0.223496962,0.003937181,0.002328564,,,0,22.5,10,-10,0.004832907,-0.07012111,-0.077045177,-0.193040007,0.004282901,0.002767229
0,22.5,10,0,0.004496337,-0.020710038,0.239329273,-0.223297009,0.003816956,0.002342904,,,0,22.5,10,-10,0.004282736,-0.071272717,-0.079130581,-0.193569878,0.004218136,0.002832265
0,22.5,10,0,0.004144162,-0.020434004,0.238057434,-0.223440567,0.004129478,0.002343248,,,0,22.5,10,-10,0.003953474,-0.069943922,-0.079283438,-0.192658565,0.004402305,0.00277815
0,22.5,10,-10,0.004832907,-0.07012111,-0.077045177,-0.193040007,0.004282901,0.002767229,,,0,22.5,10,0,0.004470429,-0.02065809,0.241786866,-0.223496962,0.003937181,0.002328564
0,22.5,10,-10,0.004282736,-0.071272717,-0.079130581,-0.193569878,0.004218136,0.002832265,,,0,22.5,10,0,0.004496337,-0.020710038,0.239329273,-0.223297009,0.003816956,0.002342904
0,22.5,10,-10,0.003953474,-0.069943922,-0.079283438,-0.192658565,0.004402305,0.00277815,,,0,22.5,10,0,0.004144162,-0.020434004,0.238057434,-0.223440567,0.004129478,0.002343248
0,22.5,10,10,0.025001226,-0.145591764,0.407630167,-0.321248255,-0.00969846,0.000755087,,,0,22.5,10,10,0.025001226,-0.145591764,0.407630167,-0.321248255,-0.00969846,0.000755087
0,22.5,10,10,0.024693884,-0.145068217,0.40548205,-0.320572301,-0.009633343,0.000769034,,,0,22.5,10,10,0.024693884,-0.145068217,0.40548205,-0.320572301,-0.009633343,0.000769034
0,22.5,10,10,0.025113559,-0.146407408,0.408804836,-0.321026183,-0.009863451,0.000699482,,,0,22.5,10,10,0.025113559,-0.146407408,0.408804836,-0.321026183,-0.009863451,0.000699482
0,22.5,15,0,-0.000442543,-0.019713189,0.229696846,-0.259077121,0.002317401,0.002746227,,,0,22.5,15,-10,0.000362913,-0.075212994,-0.093349191,-0.236026254,0.003492215,0.003750507
0,22.5,15,0,0.000270116,-0.01976245,0.229186326,-0.258496682,0.0025477,0.002727973,,,0,22.5,15,-10,-0.000494517,-0.075050485,-0.093064524,-0.236009309,0.003528234,0.003709554
0,22.5,15,0,0.000552521,-0.019000492,0.226219217,-0.257819018,0.002284801,0.002730069,,,0,22.5,15,-10,-0.000311499,-0.074908557,-0.094949276,-0.23597589,0.00335811,0.003761334
0,22.5,15,-10,0.000362913,-0.075212994,-0.093349191,-0.236026254,0.003492215,0.003750507,,,0,22.5,15,0,-0.000442543,-0.019713189,0.229696846,-0.259077121,0.002317401,0.002746227
0,22.5,15,-10,-0.000494517,-0.075050485,-0.093064524,-0.236009309,0.003528234,0.003709554,,,0,22.5,15,0,0.000270116,-0.01976245,0.229186326,-0.258496682,0.0025477,0.002727973
0,22.5,15,-10,-0.000311499,-0.074908557,-0.094949276,-0.23597589,0.00335811,0.003761334,,,0,22.5,15,0,0.000552521,-0.019000492,0.226219217,-0.257819018,0.002284801,0.002730069
0,22.5,15,10,0.026495319,-0.127392794,0.404976358,-0.345315378,-0.010806399,4.3858E-05,,,0,22.5,15,10,0.026495319,-0.127392794,0.404976358,-0.345315378,-0.010806399,4.3858E-05
0,22.5,15,10,0.026206492,-0.127001039,0.402410473,-0.34556741,-0.010587756,0.000194516,,,0,22.5,15,10,0.026206492,-0.127001039,0.402410473,-0.34556741,-0.010587756,0.000194516
0,22.5,15,10,0.025904271,-0.128249054,0.403709504,-0.345872323,-0.010738842,0.000119983,,,0,22.5,15,10,0.025904271,-0.128249054,0.403709504,-0.345872323,-0.010738842,0.000119983
0,22.5,20,0,-0.001011351,-0.029577883,0.211009312,-0.29587147,0.000924431,0.003158571,,,0,22.5,20,-10,0.001250603,-0.07619226,-0.108326738,-0.27790841,0.002073564,0.004432105
0,22.5,20,0,-0.001300801,-0.028327442,0.20891925,-0.294558879,0.000663396,0.003154385,,,0,22.5,20,-10,0.001436608,-0.076419549,-0.110286686,-0.277977544,0.00219233,0.004433538
0,22.5,20,0,-0.001045456,-0.0290277,0.208398991,-0.294972059,0.001072979,0.003148192,,,0,22.5,20,-10,0.001219793,-0.07558871,-0.110008786,-0.27782646,0.002154488,0.004459219
0,22.5,20,-10,0.001250603,-0.07619226,-0.108326738,-0.27790841,0.002073564,0.004432105,,,0,22.5,20,0,-0.001011351,-0.029577883,0.211009312,-0.29587147,0.000924431,0.003158571
0,22.5,20,-10,0.001436608,-0.076419549,-0.110286686,-0.277977544,0.00219233,0.004433538,,,0,22.5,20,0,-0.001300801,-0.028327442,0.20891925,-0.294558879,0.000663396,0.003154385
0,22.5,20,-10,0.001219793,-0.07558871,-0.110008786,-0.27782646,0.002154488,0.004459219,,,0,22.5,20,0,-0.001045456,-0.0290277,0.208398991,-0.294972059,0.001072979,0.003148192
0,22.5,20,10,0.019831559,-0.121624312,0.393632955,-0.367952738,-0.011552078,-0.000304169,,,0,22.5,20,10,0.019831559,-0.121624312,0.393632955,-0.367952738,-0.011552078,-0.000304169
0,22.5,20,10,0.019460148,-0.121861998,0.390920926,-0.367483976,-0.012224778,-0.00036571,,,0,22.5,20,10,0.019460148,-0.121861998,0.390920926,-0.367483976,-0.012224778,-0.00036571
0,22.5,20,10,0.019705419,-0.122308551,0.391434772,-0.367843933,-0.01167704,-0.000266363,,,0,22.5,20,10,0.019705419,-0.122308551,0.391434772,-0.367843933,-0.01167704,-0.000266363
0,45,0,0,0.038357239,-0.133393409,0.252292152,-0.156482693,0.003698229,-0.000493707,,,0,45,0,-10,0.034345776,-0.172820118,-0.050647006,-0.105812036,0.003977291,-0.000602924
0,45,0,0,0.038371048,-0.133120794,0.255904974,-0.155961363,0.003699699,-0.000517745,,,0,45,0,-10,0.034629216,-0.172950583,-0.04891936,-0.105953001,0.003808254,-0.000579535
0,45,0,0,0.038577881,-0.133280251,0.259211698,-0.156563661,0.003669582,-0.000526826,,,0,45,0,-10,0.034297668,-0.172857742,-0.049641458,-0.105701931,0.00369856,-0.000545212
0,45,0,-10,0.034345776,-0.172820118,-0.050647006,-0.105812036,0.003977291,-0.000602924,,,0,45,0,0,0.038357239,-0.133393409,0.252292152,-0.156482693,0.003698229,-0.000493707
0,45,0,-10,0.034629216,-0.172950583,-0.04891936,-0.105953001,0.003808254,-0.000579535,,,0,45,0,0,0.038371048,-0.133120794,0.255904974,-0.155961363,0.003699699,-0.000517745
0,45,0,-10,0.034297668,-0.172857742,-0.049641458,-0.105701931,0.00369856,-0.000545212,,,0,45,0,0,0.038577881,-0.133280251,0.259211698,-0.156563661,0.003669582,-0.000526826
0,45,0,10,0.067151864,-0.223505587,0.466872547,-0.287178062,-0.0126208,-0.001320318,,,0,45,0,10,0.067151864,-0.223505587,0.466872547,-0.287178062,-0.0126208,-0.001320318
0,45,0,10,0.067511829,-0.22307984,0.464485213,-0.286049639,-0.012791435,-0.001383489,,,0,45,0,10,0.067511829,-0.22307984,0.464485213,-0.286049639,-0.012791435,-0.001383489
0,45,0,10,0.06657674,-0.223310913,0.463576565,-0.286209087,-0.012667385,-0.001318407,,,0,45,0,10,0.06657674,-0.223310913,0.463576565,-0.286209087,-0.012667385,-0.001318407
0,45,5,0,0.038788486,-0.132181,0.257371243,-0.191249379,0.001541719,-0.000270401,,,0,45,5,-10,0.031640665,-0.182328398,-0.067350352,-0.145157123,0.003076588,0.000481948
0,45,5,0,0.038192804,-0.13315688,0.257039925,-0.192088643,0.001674854,-0.000279902,,,0,45,5,-10,0.031994083,-0.181959781,-0.068461731,-0.144936373,0.003046759,0.000488064
0,45,5,0,0.038275614,-0.133047504,0.255294743,-0.19126546,0.001632816,-0.000286849,,,0,45,5,-10,0.03111666,-0.182235532,-0.067878475,-0.14480346,0.00294209,0.000490241
0,45,5,-10,0.031640665,-0.182328398,-0.067350352,-0.145157123,0.003076588,0.000481948,,,0,45,5,0,0.038788486,-0.132181,0.257371243,-0.191249379,0.001541719,-0.000270401
0,45,5,-10,0.031994083,-0.181959781,-0.068461731,-0.144936373,0.003046759,0.000488064,,,0,45,5,0,0.038192804,-0.13315688,0.257039925,-0.192088643,0.001674854,-0.000279902
0,45,5,-10,0.03111666,-0.182235532,-0.067878475,-0.14480346,0.00294209,0.000490241,,,0,45,5,0,0.038275614,-0.133047504,0.255294743,-0.19126546,0.001632816,-0.000286849
0,45,5,10,0.068595538,-0.23309588,0.439776491,-0.318541897,-0.013621374,-0.001826412,,,0,45,5,10,0.068595538,-0.23309588,0.439776491,-0.318541897,-0.013621374,-0.001826412
0,45,5,10,0.068379464,-0.233074122,0.434232775,-0.318356373,-0.013617702,-0.001727386,,,0,45,5,10,0.068379464,-0.233074122,0.434232775,-0.318356373,-0.013617702,-0.001727386
0,45,5,10,0.068279419,-0.234668593,0.433978205,-0.318853989,-0.013754397,-0.001770365,,,0,45,5,10,0.068279419,-0.234668593,0.433978205,-0.318853989,-0.013754397,-0.001770365
0,45,10,0,0.040101132,-0.13493043,0.251676802,-0.228781007,0.000138132,1.20661E-05,,,0,45,10,-10,0.03239697,-0.182635292,-0.074012276,-0.183820847,0.001910014,0.001333215
0,45,10,0,0.03941891,-0.135510049,0.250444007,-0.229593386,0.000285724,1.30669E-06,,,0,45,10,-10,0.033541348,-0.183206312,-0.07804439,-0.184628045,0.002150865,0.00128681
0,45,10,0,0.039554882,-0.134935228,0.249777546,-0.228976422,-6.66869E-05,3.0013E-05,,,0,45,10,-10,0.033139054,-0.182590357,-0.076699854,-0.184020304,0.001824568,0.001367218
0,45,10,-10,0.03239697,-0.182635292,-0.074012276,-0.183820847,0.001910014,0.001333215,,,0,45,10,0,0.040101132,-0.13493043,0.251676802,-0.228781007,0.000138132,1.20661E-05
0,45,10,-10,0.033541348,-0.183206312,-0.07804439,-0.184628045,0.002150865,0.00128681,,,0,45,10,0,0.03941891,-0.135510049,0.250444007,-0.229593386,0.000285724,1.30669E-06
0,45,10,-10,0.033139054,-0.182590357,-0.076699854,-0.184020304,0.001824568,0.001367218,,,0,45,10,0,0.039554882,-0.134935228,0.249777546,-0.228976422,-6.66869E-05,3.0013E-05
0,45,10,10,0.065656662,-0.266308203,0.4139284,-0.353503533,-0.014980369,-0.002378505,,,0,45,10,10,0.065656662,-0.266308203,0.4139284,-0.353503533,-0.014980369,-0.002378505
0,45,10,10,0.064615771,-0.26607228,0.407940866,-0.353503045,-0.014672412,-0.002280044,,,0,45,10,10,0.064615771,-0.26607228,0.407940866,-0.353503045,-0.014672412,-0.002280044
0,45,10,10,0.064901769,-0.267054297,0.408598868,-0.354381557,-0.014703411,-0.002253052,,,0,45,10,10,0.064901769,-0.267054297,0.408598868,-0.354381557,-0.014703411,-0.002253052
0,45,15,0,0.042138007,-0.134669865,0.244455097,-0.26483576,-0.001101542,0.000305701,,,0,45,15,-10,0.03505869,-0.17774496,-0.084321981,-0.220912983,0.001024553,0.002071649
0,45,15,0,0.042012485,-0.134287252,0.24192004,-0.265251434,-0.000853016,0.000307612,,,0,45,15,-10,0.035009936,-0.178355689,-0.090437894,-0.221440468,0.000857236,0.002226402
0,45,15,0,0.041980922,-0.133389628,0.241604637,-0.264244625,-0.000918072,0.000308199,,,0,45,15,-10,0.034680372,-0.177796172,-0.088515479,-0.221075617,0.00090832,0.002183552
0,45,15,-10,0.03505869,-0.17774496,-0.084321981,-0.220912983,0.001024553,0.002071649,,,0,45,15,0,0.042138007,-0.134669865,0.244455097,-0.26483576,-0.001101542,0.000305701
0,45,15,-10,0.035009936,-0.178355689,-0.090437894,-0.221440468,0.000857236,0.002226402,,,0,45,15,0,0.042012485,-0.134287252,0.24192004,-0.265251434,-0.000853016,0.000307612
0,45,15,-10,0.034680372,-0.177796172,-0.088515479,-0.221075617,0.00090832,0.002183552,,,0,45,15,0,0.041980922,-0.133389628,0.241604637,-0.264244625,-0.000918072,0.000308199
0,45,15,10,0.069738601,-0.235639805,0.410692977,-0.378419737,-0.016135164,-0.003669794,,,0,45,15,10,0.069738601,-0.235639805,0.410692977,-0.378419737,-0.016135164,-0.003669794
0,45,15,10,0.069079716,-0.23489793,0.407383622,-0.377637659,-0.015900216,-0.00347956,,,0,45,15,10,0.069079716,-0.23489793,0.407383622,-0.377637659,-0.015900216,-0.00347956
0,45,15,10,0.069004568,-0.237237513,0.411856019,-0.378811451,-0.016500667,-0.003642436,,,0,45,15,10,0.069004568,-0.237237513,0.411856019,-0.378811451,-0.016500667,-0.003642436
0,45,20,0,0.038944042,-0.136229096,0.238206498,-0.294986115,-0.002867465,0.00037392,,,0,45,20,-10,0.034843506,-0.176490295,-0.091440758,-0.257764319,-0.000187283,0.002881008
0,45,20,0,0.038692713,-0.137563417,0.237196035,-0.295827294,-0.002901299,0.000391955,,,0,45,20,-10,0.033769548,-0.175392527,-0.091415383,-0.256912618,-0.000466885,0.002914231
0,45,20,0,0.038943351,-0.137511667,0.234502744,-0.296408073,-0.002636979,0.000399983,,,0,45,20,-10,0.034154876,-0.175565479,-0.095055038,-0.257134269,-0.00043608,0.002974892
0,45,20,-10,0.034843506,-0.176490295,-0.091440758,-0.257764319,-0.000187283,0.002881008,,,0,45,20,0,0.038944042,-0.136229096,0.238206498,-0.294986115,-0.002867465,0.00037392
0,45,20,-10,0.033769548,-0.175392527,-0.091415383,-0.256912618,-0.000466885,0.002914231,,,0,45,20,0,0.038692713,-0.137563417,0.237196035,-0.295827294,-0.002901299,0.000391955
0,45,20,-10,0.034154876,-0.175565479,-0.095055038,-0.257134269,-0.00043608,0.002974892,,,0,45,20,0,0.038943351,-0.137511667,0.234502744,-0.296408073,-0.002636979,0.000399983
0,45,20,10,0.068332055,-0.235044058,0.408630374,-0.401935182,-0.017502507,-0.00467159,,,0,45,20,10,0.068332055,-0.235044058,0.408630374,-0.401935182,-0.017502507,-0.00467159
0,45,20,10,0.067811999,-0.235618138,0.408048267,-0.40262346,-0.017462608,-0.004509204,,,0,45,20,10,0.067811999,-0.235618138,0.408048267,-0.40262346,-0.017462608,-0.004509204
0,45,20,10,0.067773792,-0.236072826,0.408541791,-0.401582376,-0.017635345,-0.004628868,,,0,45,20,10,0.067773792,-0.236072826,0.408541791,-0.401582376,-0.017635345,-0.004628868
0,60,0,0,0.02768932,-0.133560758,0.195854346,-0.153404016,0.003911643,-0.000149116,,,0,60,0,-10,0.02470826,-0.180096879,-0.099662655,-0.096828059,0.00302137,-0.000401253
0,60,0,0,0.027163704,-0.134253996,0.195007573,-0.153177054,0.003753223,-0.000143604,,,0,60,0,-10,0.024251793,-0.179773178,-0.100424565,-0.09672702,0.003061053,-0.000385713
0,60,0,0,0.027522458,-0.133018963,0.196481066,-0.153266926,0.003753453,-0.000118726,,,0,60,0,-10,0.024411675,-0.179958615,-0.100389235,-0.096554615,0.002576781,-0.000285949
0,60,0,-10,0.02470826,-0.180096879,-0.099662655,-0.096828059,0.00302137,-0.000401253,,,0,60,0,0,0.02768932,-0.133560758,0.195854346,-0.153404016,0.003911643,-0.000149116
0,60,0,-10,0.024251793,-0.179773178,-0.100424565,-0.09672702,0.003061053,-0.000385713,,,0,60,0,0,0.027163704,-0.134253996,0.195007573,-0.153177054,0.003753223,-0.000143604
0,60,0,-10,0.024411675,-0.179958615,-0.100389235,-0.096554615,0.002576781,-0.000285949,,,0,60,0,0,0.027522458,-0.133018963,0.196481066,-0.153266926,0.003753453,-0.000118726
0,60,0,10,0.059613076,-0.204082179,0.410694031,-0.286522765,-0.012118323,-0.000452457,,,0,60,0,10,0.059613076,-0.204082179,0.410694031,-0.286522765,-0.012118323,-0.000452457
0,60,0,10,0.060218553,-0.206973796,0.41228143,-0.287803751,-0.012552801,-0.000469528,,,0,60,0,10,0.060218553,-0.206973796,0.41228143,-0.287803751,-0.012552801,-0.000469528
0,60,0,10,0.058751412,-0.20781098,0.407882055,-0.286641948,-0.012557329,-0.000468044,,,0,60,0,10,0.058751412,-0.20781098,0.407882055,-0.286641948,-0.012557329,-0.000468044
0,60,5,0,0.029690989,-0.136163373,0.212952203,-0.188923138,0.001054918,-0.000166119,,,0,60,5,-10,0.024517075,-0.178747766,-0.103306305,-0.129653449,0.001869609,0.00021606
0,60,5,0,0.029484227,-0.137002425,0.210547591,-0.189484293,0.001148287,-0.000114746,,,0,60,5,-10,0.025494411,-0.178972316,-0.105889721,-0.130235551,0.002554792,0.00010795
